Left Grip, Right Grip, Time
-1,-1,0
0,0,0.3533334
0,0,0.4220062
0,0,0.430988
0,0,0.4427007
0,0,0.4560221
0,0,0.4698236
0,0,0.4836932
0,0,0.4975576
0.75,0,0.5114359
0,0,0.5252376
0,0,0.5393404
0,0,0.5531886
0,0,0.5669484
0,0,0.580878
0.75,0,0.5947074
0.75,0,0.6087341
0,0,0.6227028
0,0,0.6364446
0,0,0.6503075
0,0,0.6640851
0,0,0.6779941
0,0,0.6919568
0,0,0.7059405
0,0,0.7198153
0,0,0.7335455
0,0,0.7475646
0,0,0.7612913
0.75,0,0.7753229
0,0,0.7891262
0,0,0.8030204
0,0,0.8174949
0,0,0.831709
0,0,0.8455628
0,0,0.8594964
0,0,0.8736398
0,0,0.8873848
0.75,0,0.9013098
0,0,0.9150431
0,0,0.9288647
0,0,0.9427468
0,0,0.9566869
0,0,0.9706321
0.75,0,0.9845991
0,0,0.9983922
0.75,0,1.012199
0.75,0,1.02635
0,0,1.040224
0,0,1.053912
0,0,1.067764
0,0,1.081583
0,0,1.095542
0,0,1.109491
0,0,1.123403
0,0,1.137266
0,0,1.151165
0,0,1.165221
0,0,1.178813
0,0,1.192774
0,0,1.206648
0,0,1.220588
0.75,0,1.234387
0.75,0,1.248407
0,0,1.262369
0,0,1.276141
0,0,1.290001
0,0,1.303886
0,0,1.317764
0,0,1.331639
0,0,1.345584
0,0,1.359489
0,0,1.373325
0,0,1.387481
0,0,1.401149
0,0,1.415158
0,0,1.429028
0,0,1.44273
0,0,1.456629
0,0,1.470602
0,0,1.504571
0,0,1.511341
0,0,1.525388
0,0,1.539281
0,0,1.553153
0,0,1.567042
0,0,1.580711
0,0,1.594675
0,0,1.608497
0,0,1.622452
0,0,1.636348
0.75,0,1.650363
0,0,1.664158
0,0,1.67825
0,0,1.691917
0,0,1.705751
0,0,1.719805
0,0,1.733566
0,0,1.747399
0,0,1.761354
0,0,1.775203
0,0,1.789101
0,0,1.803053
0,0,1.8169
0,0,1.830933
0,0,1.845397
0,0,1.859402
0,0,1.873531
0,0,1.887329
0,0,1.901092
0,0,1.915083
0,0,1.928857
0,0,1.942892
0,0,1.956774
0,0,1.970614
0,0,1.98459
0,0,1.998315
0,0,2.012242
0,0,2.026123
0,0,2.039977
0,0,2.054096
0,0,2.067926
0,0,2.081692
0,0,2.095696
0,0,2.109414
0,0,2.12337
0.75,0,2.137226
0,0,2.151217
0,0,2.165001
0.75,0,2.178919
0,0,2.192768
0,0,2.206796
0,0,2.220535
0,0,2.234432
0,0,2.248392
0,0,2.262271
0,0,2.276169
0,0,2.289971
0,0,2.303901
0,0,2.317887
0.75,0,2.331819
0.75,0,2.345622
0,0,2.359663
0,0,2.373347
0,0,2.387173
0,0,2.401154
0,0,2.415016
0,0,2.428919
0,0,2.443017
0,0,2.456618
0,0,2.470553
0,0,2.484518
0,0,2.498429
0.75,0,2.512156
0,0,2.526208
0.75,0,2.540012
0,0,2.554066
0,0,2.567614
0,0,2.581538
0,0,2.595694
0,0,2.609411
0,0,2.623284
0,0,2.637078
0,0,2.650978
0,0,2.664951
0,0,2.678759
0,0,2.692581
0,0,2.706521
0,0,2.720537
0,0,2.734356
0,0,2.748201
0,0,2.762236
0,0,2.776042
0,0,2.790038
0,0,2.80397
0,0,2.817667
0.75,0,2.831631
0,0,2.845635
0,0,2.859504
0,0,2.873448
0,0,2.887461
0,0,2.901173
0,0,2.915049
0,0,2.928946
0,0,2.943002
0,0,2.956647
0.75,0,2.970531
0,0,2.984507
0,0,2.998265
0,0,3.012197
0,0,3.026257
0,0,3.039948
0,0,3.053867
0,0,3.067926
0,0,3.082071
0,0,3.095723
0,0,3.109444
0,0,3.123438
0.75,0,3.137275
0,0,3.151162
0,0,3.165179
0,0,3.17895
0,0,3.192721
0,0,3.206763
0,0,3.220881
0,0,3.23479
0,0,3.248519
0,0,3.262489
0,0,3.276162
0,0,3.290083
0,0,3.303919
0,0,3.317675
0.75,0,3.331728
0.75,0,3.345637
0,0,3.35945
0.75,0,3.373441
0,0,3.387317
0,0,3.40126
0,0,3.415092
0,0,3.428948
0,0,3.442759
0,0,3.456759
0,0,3.470523
0,0,3.484512
0,0,3.498367
0.75,0,3.512171
0,0,3.526216
0,0,3.540248
0,0,3.554069
0,0,3.56774
0,0,3.581706
0,0,3.595494
0,0,3.609617
0,0,3.623464
0,0,3.637221
0,0,3.651178
0,0,3.665041
0,0,3.678961
0,0,3.69286
0,0,3.706765
0,0,3.720493
0.75,0,3.73459
0.75,0,3.748353
0,0,3.762296
0,0,3.776264
0,0,3.790308
0,0,3.804169
0,0,3.817887
0,0,3.831847
0,0,3.845562
0,0,3.859581
0,0,3.8734
0.75,0,3.887521
0,0,3.901094
0,0,3.915226
0,0,3.92887
0,0,3.942795
0,0,3.956703
0,0,3.970671
0,0,3.984444
0,0,3.998315
0,0,4.012353
0,0,4.026124
0,0,4.039947
0,0,4.05416
0,0,4.06781
0,0,4.081818
0,0,4.095977
0.75,0,4.109586
0,0,4.123415
0,0,4.137359
0,0,4.151179
0,0,4.165187
0,0,4.178975
0,0,4.195511
0,0,4.206677
0,0,4.221076
0,0,4.236368
0,0,4.248556
0,0,4.262887
0,0,4.276708
0,0,4.290201
0,0,4.30412
0,0,4.317935
0.75,0,4.331873
0,0,4.345665
0,0,4.35957
0,0,4.373251
0,0,4.387254
0,0,4.401175
0,0,4.41502
0,0,4.428894
0,0,4.44284
0,0,4.456856
0,0,4.470636
0,0,4.484406
0,0,4.498507
0,0,4.512316
0,0,4.526149
0,0,4.540162
0,0,4.553935
0.75,0,4.568193
0,0,4.582134
0,0,4.595752
0,0,4.609721
0,0,4.623524
0,0,4.637556
0,0,4.651363
0,0,4.665334
0,0,4.678993
0,0,4.693007
0,0,4.706888
0,0,4.720804
0,0,4.7347
0.75,0,4.748531
0,0,4.762547
0,0,4.776093
0,0,4.790297
0,0,4.804151
0,0,4.817984
0,0,4.832184
0,0,4.845823
0,0,4.859617
0,0,4.873584
0,0,4.887438
0,0,4.901425
0,0,4.915343
0,0,4.929156
0,0,4.942735
0,0,4.95689
0,0,4.970674
0.75,0,4.984609
0,0,4.998495
0,0,5.012512
0,0,5.026451
0,0,5.040132
0,0,5.05404
0,0,5.067934
0,0,5.082062
0,0,5.095492
0,0,5.109927
0,0,5.123576
0,0,5.137586
0,0,5.151262
0,0,5.165308
0.75,0,5.179194
0,0,5.192974
0,0,5.206705
0,0,5.220725
0,0,5.234722
0,0,5.248573
0.75,0,5.262453
0,0,5.276386
0,0,5.290221
0,0,5.304546
0.75,0,5.318097
0,0,5.331824
0,0,5.345719
0,0,5.359467
0,0,5.373576
0,0,5.387669
0,0,5.401488
0,0,5.415033
0,0,5.429178
0.75,0,5.442085
0,0,5.456218
0,0,5.469989
0,0,5.483778
0,0,5.497634
0,0,5.511386
0,0,5.525206
0,0,5.539672
0.75,0,5.553231
0.75,0,5.566993
0,0,5.581337
0,0,5.59508
0,0,5.608908
0,0,5.622655
0,0,5.636663
0,0,5.650548
0,0,5.664818
0,0,5.678794
0,0,5.692984
0,0,5.706871
0,0,5.720529
0,0,5.734516
0,0,5.748519
0,0,5.762212
0.75,0,5.776171
0.75,0,5.790246
0,0,5.80402
0,0,5.818259
0,0,5.832188
0,0,5.84587
0.75,0,5.859755
0,0,5.873637
0,0,5.887412
0,0,5.901305
0,0,5.915302
0,0,5.929191
0,0,5.942844
0,0,5.957058
0,0,5.971326
0,0,5.984831
0,0,5.998717
0,0,6.012415
0,0,6.026532
0,0,6.040307
0,0,6.054086
0,0,6.06822
0,0,6.081989
0,0,6.09555
0.75,0,6.109674
0,0,6.123894
0,0,6.137683
0,0,6.151191
0,0,6.165307
0,0,6.179069
0,0,6.193154
0,0,6.206647
0,0,6.220783
0,0,6.234833
0,0,6.248657
0,0,6.262393
0,0,6.276397
0,0,6.290226
0,0,6.304173
0,0,6.31816
0,0,6.331976
0,0,6.345958
0,0,6.359662
0,0,6.373751
0,0,6.387637
0,0,6.401288
0,0,6.414886
0,0,6.429267
0,0,6.443303
0,0,6.457139
0,0,6.471001
0,0,6.484706
0,0,6.498681
0,0,6.512502
0,0,6.526332
0,0,6.540237
0,0,6.554273
0,0,6.568484
0.75,0,6.581918
0,0,6.596314
0,0,6.609696
0,0,6.623425
0,0,6.6376
0,0,6.651452
0,0,6.665308
0,0,6.679016
0,0,6.693023
0,0,6.707172
0,0,6.721242
0,0,6.73503
0,0,6.748662
0,0,6.762557
0,0,6.776313
0,0,6.790705
0,0,6.80424
0,0,6.818435
0,0,6.832138
0,0,6.845668
0,0,6.859478
0,0,6.873675
0,0,6.887273
0,0,6.901266
0,0,6.915373
0,0,6.929107
0,0,6.942738
0,0,6.957026
0.75,0,6.970878
0,0,6.984704
0,0,6.998807
0,0,7.012518
0,0,7.026517
0,0,7.04074
0,0,7.054187
0,0,7.068087
0,0,7.081981
0,0,7.095511
0,0,7.109725
0,0,7.12384
0,0,7.137791
0,0,7.151478
0,0,7.165685
0,0,7.179382
0.75,0,7.19358
0.75,0,7.206925
0,0,7.221305
0.75,0,7.235113
0.75,0,7.248846
0,0,7.262717
0,0,7.276671
0,0,7.290202
0,0,7.304124
0,0,7.317995
0,0,7.332156
0.75,0,7.346114
0,0,7.359788
0,0,7.373835
0,0,7.387743
0,0,7.401761
0,0,7.415299
0,0,7.429462
0,0,7.442871
0,0,7.457181
0,0,7.47049
0,0,7.484409
0,0,7.498236
0,0,7.512016
0.75,0,7.526125
0,0,7.539909
0,0,7.553767
0,0,7.567722
0,0,7.58155
0,0,7.595407
0,0,7.609174
0,0,7.63019
0,0,7.636877
0,0,7.650527
0,0,7.664286
0.75,0,7.678308
0,0,7.692136
0,0,7.70808
0.75,0,7.719815
0,0,7.733681
0,0,7.747569
0,0,7.761604
0.75,0,7.775504
0,0,7.789361
0,0,7.803156
0,0,7.817162
0,0,7.831193
0,0,7.84489
0,0,7.858909
0,0,7.872919
0,0,7.887199
0,0,7.901278
0,0,7.915282
0,0,7.929083
0.75,0,7.943009
0,0,7.956815
0,0,7.970911
0,0,7.984641
0,0,7.9986
0,0,8.012425
0,0,8.026387
0.75,0,8.040254
0,0,8.054144
0,0,8.067711
0.75,0,8.081575
0,0,8.0957
0,0,8.109448
0,0,8.12328
0,0,8.137291
0,0,8.151009
0,0,8.165263
0,0,8.17893
0,0,8.192739
0,0,8.206788
0,0,8.220504
0,0,8.234427
0,0,8.248243
0.75,0,8.262199
0.75,0,8.276235
0,0,8.290232
0,0,8.303957
0,0,8.317811
0,0,8.331711
0,0,8.345525
0,0,8.35951
0,0,8.373614
0,0,8.387195
0,0,8.401134
0,0,8.414916
0,0,8.428827
0,0,8.442856
0,0,8.457153
0,0,8.470553
0.75,0,8.484733
0,0,8.498403
0,0,8.512225
0.75,0,8.526052
0,0,8.539978
0,0,8.553971
0,0,8.567736
0,0,8.584665
0,0,8.595588
0,0,8.60946
0,0,8.623287
0,0,8.637298
0,0,8.651071
0.75,0,8.664999
0,0,8.70023
